ID,Age,Weight (lbs),Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Average Temperature (F),Healthy,Breed_Beagle,Breed_Boxer,Breed_Bulldog,Breed_Chihuahua,Breed_Dachshund,Breed_Doberman,Breed_German Shepherd,Breed_Golden Retriever,Breed_Great Dane,Breed_Labrador Retriever,Breed_Poodle,Breed_Rottweiler,Breed_Siberian Husky,Breed_Yorkshire Terrier,Breed Size_Medium,Breed Size_Small,Sex_Male,Spay/Neuter Status_Spayed,Daily Activity Level_Low,Daily Activity Level_Moderate,Daily Activity Level_Very Active,Diet_Home cooked,Diet_Special diet,Diet_Wet food,Food Brand_Hill's Science,Food Brand_Iams,Food Brand_Nutro,Food Brand_Pedigree,Food Brand_Purina,Food Brand_Royal Canin,Food Brand_Special,Food Brand_Wellness,Other Pets in Household_Yes,Medications_Yes,Seizures_Yes,Owner Activity Level_Low,Owner Activity Level_Moderate,Owner Activity Level_Very Active
504,9.0,0.3953028103305752,1.0,10.0,2.0,2.0,81.0,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
505,10.0,0.32718708328598495,3.0,14.0,2.0,0.0,62.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
506,12.0,0.8721128996427069,3.0,12.0,2.0,0.0,67.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
507,8.0,0.0,3.0,12.0,2.0,0.0,42.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
508,12.0,1.0083443537318872,2.0,12.0,2.0,0.0,82.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
509,6.0,1.2808072619102482,3.0,11.0,2.0,0.0,55.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
510,7.0,0.0,2.0,12.0,3.0,0.0,62.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
511,1.0,0.12283990215221427,3.0,10.0,0.0,3.0,74.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
512,10.0,0.0,0.0,13.0,1.0,1.0,60.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
513,9.0,0.0,3.0,11.0,1.0,0.0,65.0,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
514,4.0,0.0,5.0,9.0,0.0,2.0,42.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
515,4.0,1.8938488053115603,2.0,13.0,0.0,0.0,60.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
516,11.0,0.0,3.0,12.0,1.0,1.0,83.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
517,10.0,1.0083443537318872,2.0,10.0,2.0,1.0,79.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
518,12.0,0.0,3.0,12.0,0.0,0.0,48.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
519,8.0,0.0,3.0,8.0,2.0,0.0,64.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
520,6.0,0.0,1.0,9.0,2.0,0.0,90.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
521,11.0,0.0,1.0,10.0,2.0,0.0,76.0,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
522,5.0,0.0,4.0,14.0,1.0,0.0,64.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
523,9.0,0.0,3.0,11.0,1.0,1.0,58.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
524,5.0,0.0,4.0,13.0,2.0,0.0,79.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
525,4.0,0.0,3.0,9.0,1.0,0.0,59.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
526,7.0,0.0,1.0,8.0,2.0,1.0,85.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
527,1.0,0.0,2.0,13.0,1.0,1.0,77.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
528,8.0,0.0,6.0,14.0,1.0,1.0,69.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
529,1.0,0.7358814455535264,3.0,10.0,1.0,0.0,75.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
530,10.0,0.05472417510762403,4.0,10.0,1.0,2.0,53.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
531,10.0,1.0764600807764775,3.0,13.0,1.0,0.0,41.0,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
532,13.0,0.0,5.0,11.0,1.0,0.0,60.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
533,10.0,0.0,3.0,11.0,1.0,1.0,46.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
534,10.0,0.3953028103305752,1.0,10.0,2.0,0.0,73.0,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
535,7.0,0.0,5.0,10.0,1.0,0.0,74.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
536,4.0,0.0,3.0,11.0,2.0,0.0,78.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
537,8.0,0.0,5.0,10.0,3.0,1.0,47.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
538,6.0,1.8938488053115603,1.0,9.0,2.0,0.0,61.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
539,2.0,0.0,4.0,12.0,1.0,2.0,67.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
540,12.0,0.9402286266872971,2.0,13.0,1.0,0.0,82.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
541,4.0,2.1663117134899212,3.0,14.0,1.0,0.0,58.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
542,11.0,2.5068903487128726,0.0,14.0,2.0,0.0,80.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
543,7.0,0.9402286266872971,4.0,11.0,3.0,1.0,46.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
544,12.0,0.32718708328598495,4.0,9.0,2.0,1.0,53.0,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
545,7.0,0.8039971725981166,2.0,10.0,2.0,1.0,65.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
546,9.0,0.0,1.0,12.0,2.0,2.0,63.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
547,9.0,1.5532701700886091,3.0,10.0,1.0,0.0,51.0,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False
548,6.0,2.2344274405345117,1.0,10.0,0.0,1.0,68.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True
549,11.0,0.9402286266872971,6.0,12.0,1.0,2.0,74.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
550,7.0,0.32718708328598495,1.0,11.0,1.0,0.0,82.0,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
551,3.0,0.5315342644197557,4.0,10.0,1.0,0.0,64.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
552,4.0,0.4634185373751654,1.0,8.0,3.0,0.0,58.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
553,1.0,1.2808072619102482,0.0,8.0,3.0,2.0,80.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
554,8.0,0.0,3.0,11.0,3.0,1.0,66.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
555,12.0,0.0,3.0,11.0,2.0,0.0,52.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
556,4.0,0.2590713562413947,3.0,11.0,3.0,0.0,64.0,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
557,9.0,0.0,2.0,12.0,2.0,3.0,58.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
558,13.0,0.0,2.0,9.0,3.0,3.0,62.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
559,3.0,1.485154443044019,3.0,9.0,2.0,0.0,64.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
560,9.0,0.0,1.0,10.0,2.0,1.0,89.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
561,11.0,0.32718708328598495,3.0,10.0,1.0,0.0,61.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
562,11.0,0.6677657185089362,4.0,12.0,2.0,0.0,55.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
563,9.0,0.0,4.0,10.0,1.0,0.0,69.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
564,2.0,0.3953028103305752,1.0,10.0,2.0,2.0,48.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
565,10.0,0.3953028103305752,3.0,12.0,1.0,1.0,95.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
566,6.0,1.2808072619102482,2.0,11.0,2.0,0.0,56.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
567,12.0,0.0,0.0,12.0,2.0,1.0,69.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
568,10.0,0.0,3.0,12.0,0.0,3.0,77.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True
569,7.0,0.7358814455535264,0.0,11.0,2.0,2.0,47.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
570,1.0,1.9619645323561505,4.0,11.0,0.0,2.0,50.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
571,7.0,2.0300802594007408,1.0,13.0,1.0,0.0,64.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
572,9.0,0.2590713562413947,3.0,14.0,1.0,0.0,68.0,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True
573,9.0,1.0764600807764775,3.0,11.0,2.0,3.0,82.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
574,9.0,0.0,4.0,8.0,3.0,1.0,64.0,No,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
575,6.0,0.0,2.0,9.0,2.0,0.0,52.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
576,5.0,0.0,2.0,12.0,1.0,0.0,65.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
577,4.0,0.2590713562413947,3.0,11.0,2.0,0.0,52.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
578,4.0,0.0,2.0,10.0,3.0,1.0,93.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
579,3.0,0.0,3.0,14.0,3.0,1.0,52.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
580,13.0,0.8039971725981166,5.0,14.0,1.0,0.0,64.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
581,2.0,3.801089162560087,2.0,9.0,2.0,0.0,58.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
582,11.0,0.0,3.0,11.0,0.0,0.0,64.0,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
583,5.0,0.0,4.0,9.0,2.0,0.0,71.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
584,3.0,0.0,3.0,9.0,1.0,1.0,54.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
585,13.0,0.05472417510762403,0.0,12.0,1.0,0.0,96.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
586,3.0,0.2590713562413947,3.0,12.0,1.0,1.0,67.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
587,13.0,0.8039971725981166,2.0,10.0,1.0,1.0,100.0,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
588,4.0,0.7358814455535264,5.0,12.0,2.0,0.0,44.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
589,12.0,0.0,2.0,12.0,1.0,0.0,50.0,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
590,8.0,2.0981959864453312,2.0,12.0,2.0,0.0,77.0,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
591,10.0,1.8938488053115603,5.0,10.0,1.0,0.0,76.0,No,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
592,5.0,0.8039971725981166,0.0,9.0,0.0,0.0,61.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
593,9.0,0.0,6.0,10.0,2.0,0.0,65.0,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
594,1.0,0.0,4.0,12.0,1.0,0.0,54.0,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
595,1.0,0.0,1.0,11.0,1.0,0.0,52.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
596,9.0,0.1909556291968045,3.0,8.0,0.0,0.0,49.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
597,4.0,1.0083443537318872,3.0,9.0,0.0,0.0,64.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
598,4.0,0.6677657185089362,5.0,10.0,2.0,0.0,65.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
599,7.0,0.0,1.0,12.0,1.0,1.0,67.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
600,2.0,0.32718708328598495,3.0,9.0,2.0,0.0,62.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
601,13.0,0.0,4.0,11.0,1.0,0.0,56.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
602,10.0,0.0,3.0,12.0,2.0,1.0,76.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
603,11.0,1.4170387159994287,1.0,12.0,0.0,0.0,52.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
604,12.0,0.0,4.0,9.0,1.0,2.0,57.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
605,2.0,0.0,3.0,11.0,4.0,0.0,78.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
606,2.0,2.1663117134899212,4.0,13.0,0.0,3.0,57.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
607,13.0,0.4634185373751654,1.0,13.0,1.0,0.0,80.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
608,4.0,1.0083443537318872,1.0,11.0,1.0,2.0,79.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
609,12.0,0.0,2.0,9.0,2.0,0.0,57.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
610,9.0,0.6677657185089362,3.0,12.0,1.0,0.0,80.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
611,10.0,0.0,2.0,10.0,2.0,0.0,50.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
612,6.0,0.0,1.0,12.0,1.0,2.0,68.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
613,4.0,0.0,2.0,10.0,1.0,1.0,93.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
614,1.0,0.0,1.0,11.0,0.0,0.0,57.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
615,11.0,0.0,4.0,12.0,1.0,1.0,77.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
616,9.0,0.0,2.0,10.0,1.0,0.0,79.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
617,12.0,1.0764600807764775,3.0,12.0,1.0,0.0,66.0,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
618,6.0,1.1445758078210677,1.0,11.0,2.0,0.0,30.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
619,7.0,0.0,1.0,10.0,2.0,1.0,81.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
620,13.0,0.0,3.0,12.0,1.0,0.0,67.0,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
621,4.0,0.0,5.0,11.0,1.0,1.0,62.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
622,10.0,0.0,6.0,12.0,2.0,1.0,60.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
623,1.0,0.0,2.0,12.0,1.0,1.0,70.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
